mandi_pair,distance_km,fuel_needed_4kmpl,fuel_cost_95,toll,maintenance,hamali,crates_120piece_150perpiece,Kanta_300_per_mandi,Bhatta,Total expense,average_per_km,,
"From Gujarat-Anand-Anand(Veg,Yard,Anand) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC",1120,280,26600,5600,3360,1600,18000,600,1320,57080,50.96428571,,
From Punjab-Patiala-Patiala APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,110,27.5,2612.5,550,330,1600,18000,600,310,24002.5,218.2045455,,
From Maharashtra-Ahmednagar-Sangamner APMC to Karnataka-Mysore-Nanjangud APMC,990,247.5,23512.5,4950,2970,1600,18000,600,1190,52822.5,53.35606061,,
From Haryana-Hissar-Hissar APMC to Maharashtra-Raigad-Panvel APMC,1480,370,35150,7400,4440,1600,18000,600,1680,68870,46.53378378,,
From Punjab-Pathankot-Pathankot APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,170,42.5,4037.5,850,510,1600,18000,600,370,25967.5,152.75,,
From Gujarat-Gir Somnath-Talalagir APMC to NCT of Delhi-Delhi-Keshopur APMC,1330,332.5,31587.5,6650,3990,1600,18000,600,1530,63957.5,48.08834586,,
"From Maharashtra-Nashik-Nasik APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",1030,257.5,24462.5,5150,3090,1600,18000,600,1230,54132.5,52.55582524,,
From Haryana-Rohtak-Rohtak APMC to Rajasthan-Alwar-Alwar APMC,165,41.25,3918.75,825,495,1600,18000,600,365,25803.75,156.3863636,,
From Haryana-Sonipat-Sonepat APMC to Andhra Pradesh-Chittor-Madanapalli APMC,2210,552.5,52487.5,11050,6630,1600,18000,600,2410,92777.5,41.98076923,,
From Maharashtra-Ahmednagar-Sangamner APMC to Uttar Pradesh-Kanpur-Kanpur(Grain) APMC,1190,297.5,28262.5,5950,3570,1600,18000,600,1390,59372.5,49.89285714,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Andhra Pradesh-Chittor-Madanapalli APMC,1820,455,43225,9100,5460,1600,18000,600,2020,80005,43.95879121,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Andhra Pradesh-Annamayya-Valmikipuram APMC,2510,627.5,59612.5,12550,7530,1600,18000,600,2710,102602.5,40.87749004,,
From Maharashtra-Pune-Junnar(Narayangaon) APMC to Maharashtra-Raigad-Panvel APMC,130,32.5,3087.5,650,390,1600,18000,600,330,24657.5,189.6730769,,
"From Maharashtra-Sholapur-Solapur APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",615,153.75,14606.25,3075,1845,1600,18000,600,815,40541.25,65.92073171,,
From Punjab-Ludhiana-Khanna APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,75,18.75,1781.25,375,225,1600,18000,600,275,22856.25,304.75,,
From Haryana-Fatehabad-Ratia APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,180,45,4275,900,540,1600,18000,600,380,26295,146.0833333,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Andhra Pradesh-Chittor-Madanapalli APMC,370,92.5,8787.5,1850,1110,1600,18000,600,570,32517.5,87.88513514,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Andhra Pradesh-Chittor-Palamaner APMC,2530,632.5,60087.5,12650,7590,1600,18000,600,2730,103257.5,40.81324111,,
From Karnataka-Bangalore-Ramanagara APMC to Maharashtra-Raigad-Panvel APMC,960,240,22800,4800,2880,1600,18000,600,1160,51840,54,,
From Madhya Pradesh-Indore-Indore(F&V) APMC to Maharashtra-Raigad-Panvel APMC,575,143.75,13656.25,2875,1725,1600,18000,600,775,39231.25,68.22826087,,
"From Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC to Maharashtra-Nagpur-Nagpur APMC",830,207.5,19712.5,4150,2490,1600,18000,600,1030,47582.5,57.32831325,,
From Maharashtra-Nashik-Pimpalgaon APMC to Karnataka-Mysore-Nanjangud APMC,1040,260,24700,5200,3120,1600,18000,600,1240,54460,52.36538462,,
"From Karnataka-Kolar-Chintamani APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",85,21.25,2018.75,425,255,1600,18000,600,285,23183.75,272.75,,
From Gujarat-Gir Somnath-Talalagir APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,170,42.5,4037.5,850,510,1600,18000,600,370,25967.5,152.75,,
From Haryana-Panipat-Panipat APMC to Karnataka-Mysore-Nanjangud APMC,2520,630,59850,12600,7560,1600,18000,600,2720,102930,40.8452381,,
From Karnataka-Chikmagalur-Chikkamagalore APMC to Maharashtra-Raigad-Panvel APMC,820,205,19475,4100,2460,1600,18000,600,1020,47255,57.62804878,,
From Maharashtra-Sholapur-Solapur APMC to Gujarat-Navsari-Navsari APMC,585,146.25,13893.75,2925,1755,1600,18000,600,785,39558.75,67.62179487,,
From Gujarat-Bharuch-Ankleshwar APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,1210,302.5,28737.5,6050,3630,1600,18000,600,1410,60027.5,49.60950413,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Uttar Pradesh-Kanpur-Kanpur(Grain) APMC,895,223.75,21256.25,4475,2685,1600,18000,600,1095,49711.25,55.54329609,,
From Gujarat-Gir Somnath-Talalagir APMC to Gujarat-Ahmedabad-Ahmedabad APMC,385,96.25,9143.75,1925,1155,1600,18000,600,585,33008.75,85.73701299,,
From Gujarat-Rajkot-Gondal(Veg.market Gondal) APMC to Karnataka-Mysore-Nanjangud APMC,1580,395,37525,7900,4740,1600,18000,600,1780,72145,45.66139241,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Haryana-Jhajar-Bahadurgarh APMC,440,110,10450,2200,1320,1600,18000,600,640,34810,79.11363636,,
From Punjab-Patiala-Patran APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,150,37.5,3562.5,750,450,1600,18000,600,350,25312.5,168.75,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Gujarat-Ahmedabad-Ahmedabad APMC,1220,305,28975,6100,3660,1600,18000,600,1420,60355,49.47131148,,
From Gujarat-Gir Somnath-Talalagir APMC to Haryana-Hissar-Hansi APMC,1340,335,31825,6700,4020,1600,18000,600,1540,64285,47.9738806,,
"From Maharashtra-Chandrapur-Chandrapur(Ganjwad) APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",1080,270,25650,5400,3240,1600,18000,600,1280,55770,51.63888889,,
From Gujarat-Mehsana-Mehsana(Mehsana Veg) APMC to Karnataka-Mysore-Nanjangud APMC,1540,385,36575,7700,4620,1600,18000,600,1740,70835,45.99675325,,
From Gujarat-Gir Somnath-Talalagir APMC to Uttar Pradesh-Balrampur-Balrampur APMC,1660,415,39425,8300,4980,1600,18000,600,1860,74765,45.03915663,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nagpur-Kamthi APMC,650,162.5,15437.5,3250,1950,1600,18000,600,850,41687.5,64.13461538,,
From Haryana-Gurgaon-Gurgaon APMC to Haryana-Bhiwani-Bhiwani APMC,120,30,2850,600,360,1600,18000,600,320,24330,202.75,,
From Maharashtra-Kolhapur-Kolhapur APMC to Uttar Pradesh-Kanpur-Kanpur(Grain) APMC,1620,405,38475,8100,4860,1600,18000,600,1820,73455,45.34259259,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Mumbai-Mumbai APMC,415,103.75,9856.25,2075,1245,1600,18000,600,615,33991.25,81.90662651,,
From Karnataka-Shimoga-Shimoga APMC to Karnataka-Mysore-Nanjangud APMC,260,65,6175,1300,780,1600,18000,600,460,28915,111.2115385,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Bhiwani-Bhiwani APMC,890,222.5,21137.5,4450,2670,1600,18000,600,1090,49547.5,55.67134831,,
From Gujarat-Gir Somnath-Talalagir APMC to Andhra Pradesh-Chittor-Palamaner APMC,1740,435,41325,8700,5220,1600,18000,600,1940,77385,44.47413793,,
From Maharashtra-Satara-Vai APMC to Maharashtra-Raigad-Panvel APMC,200,50,4750,1000,600,1600,18000,600,400,26950,134.75,,
From Maharashtra-Nagpur-Nagpur APMC to Maharashtra-Raigad-Panvel APMC,820,205,19475,4100,2460,1600,18000,600,1020,47255,57.62804878,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Haryana-Jhajar-Bahadurgarh APMC,380,95,9025,1900,1140,1600,18000,600,580,32845,86.43421053,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Gujarat-Porbandar-Porbandar APMC,1510,377.5,35862.5,7550,4530,1600,18000,600,1710,69852.5,46.25993377,,
From Haryana-Rewari-Rewari APMC to Haryana-Sonipat-Gohana APMC,125,31.25,2968.75,625,375,1600,18000,600,325,24493.75,195.95,,
From Rajasthan-Udaipur-Udaipur (F&V) APMC to Haryana-Bhiwani-Bhiwani APMC,585,146.25,13893.75,2925,1755,1600,18000,600,785,39558.75,67.62179487,,
From Rajasthan-Alwar-Alwar APMC to Punjab-Ropar (Rupnagar)-Ropar APMC,510,127.5,12112.5,2550,1530,1600,18000,600,710,37102.5,72.75,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Gonda-Nawabganj APMC,910,227.5,21612.5,4550,2730,1600,18000,600,1110,50202.5,55.16758242,,
From Rajasthan-Ajmer-Ajmer(F&V) APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,510,127.5,12112.5,2550,1530,1600,18000,600,710,37102.5,72.75,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Haryana-Jhajar-Bahadurgarh APMC,2010,502.5,47737.5,10050,6030,1600,18000,600,2210,86227.5,42.89925373,,
From Uttar Pradesh-Chandauli-Chandoli APMC to Punjab-Kapurthala-Phagwara APMC,1110,277.5,26362.5,5550,3330,1600,18000,600,1310,56752.5,51.12837838,,
"From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",410,102.5,9737.5,2050,1230,1600,18000,600,610,33827.5,82.50609756,,
"From Haryana-Sonipat-Sonepat APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",55,13.75,1306.25,275,165,1600,18000,600,255,22201.25,403.6590909,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Haryana-Jhajar-Bahadurgarh APMC,545,136.25,12943.75,2725,1635,1600,18000,600,745,38248.75,70.18119266,,
"From Maharashtra-Ahmednagar-Sangamner APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",1040,260,24700,5200,3120,1600,18000,600,1240,54460,52.36538462,,
From Andhra Pradesh-Kurnool-Pattikonda APMC to Punjab-Kapurthala-Phagwara APMC,2340,585,55575,11700,7020,1600,18000,600,2540,97035,41.46794872,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Haryana-Sonipat-Gohana APMC,910,227.5,21612.5,4550,2730,1600,18000,600,1110,50202.5,55.16758242,,
From Maharashtra-Sholapur-Solapur APMC to Haryana-Kurukshetra-Thanesar APMC,1620,405,38475,8100,4860,1600,18000,600,1820,73455,45.34259259,,
From Rajasthan-Sikar-Sikar APMC to Gujarat-Rajkot-Rajkot(Veg.Sub Yard) APMC,910,227.5,21612.5,4550,2730,1600,18000,600,1110,50202.5,55.16758242,,
"From Gujarat-Gandhinagar-Kalol(Veg,Market,Kalol) APMC to Haryana-Kurukshetra-Thanesar APMC",1060,265,25175,5300,3180,1600,18000,600,1260,55115,51.99528302,,
From Maharashtra-Sholapur-Solapur APMC to Maharashtra-Nagpur-Nagpur APMC,630,157.5,14962.5,3150,1890,1600,18000,600,830,41032.5,65.13095238,,
"From Haryana-Panipat-Panipat APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",2380,595,56525,11900,7140,1600,18000,600,2580,98345,41.32142857,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Jodhpur-Jodhpur (F&V) APMC,1120,280,26600,5600,3360,1600,18000,600,1320,57080,50.96428571,,
"From Andhra Pradesh-Kurnool-Pattikonda APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",1980,495,47025,9900,5940,1600,18000,600,2180,85245,43.0530303,,
From Uttar Pradesh-Kannuj-Kannauj APMC to Punjab-Kapurthala-Phagwara APMC,840,210,19950,4200,2520,1600,18000,600,1040,47910,57.03571429,,
From Uttar Pradesh-Auraiya-Auraiya APMC to Andhra Pradesh-Chittor-Madanapalli APMC,1780,445,42275,8900,5340,1600,18000,600,1980,78695,44.21067416,,
"From Uttar Pradesh-Sitapur-Mehmoodabad APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",510,127.5,12112.5,2550,1530,1600,18000,600,710,37102.5,72.75,,
From Rajasthan-Sikar-Sikar APMC to Gujarat-Porbandar-Porbandar APMC,1050,262.5,24937.5,5250,3150,1600,18000,600,1250,54787.5,52.17857143,,
"From Uttar Pradesh-Kannuj-Kannauj APMC to NCT of Delhi-Delhi-Fruit&Vegetable Market,Gazipur APMC",430,107.5,10212.5,2150,1290,1600,18000,600,630,34482.5,80.19186047,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Uttar Pradesh-Balrampur-Balrampur APMC,960,240,22800,4800,2880,1600,18000,600,1160,51840,54,,
From Karnataka-Kolar-Chickkaballapura APMC to Maharashtra-Raigad-Panvel APMC,955,238.75,22681.25,4775,2865,1600,18000,600,1155,51676.25,54.11125654,,
From Punjab-Jalandhar-Jalandhar City(Jalandhar) APMC to Andhra Pradesh-Chittor-Madanapalli APMC,2630,657.5,62462.5,13150,7890,1600,18000,600,2830,106532.5,40.50665399,,
From Uttar Pradesh-Mirzapur-Ahirora APMC to Rajasthan-Alwar-Alwar APMC,810,202.5,19237.5,4050,2430,1600,18000,600,1010,46927.5,57.93518519,,
From Haryana-Sonipat-Sonepat APMC to Gujarat-Porbandar-Porbandar APMC,1360,340,32300,6800,4080,1600,18000,600,1560,64940,47.75,,
From Gujarat-Bharuch-Ankleshwar APMC to Rajasthan-Ganganagar-Sriganganagar (F&V) APMC,1190,297.5,28262.5,5950,3570,1600,18000,600,1390,59372.5,49.89285714,,
From Gujarat-Dahod-Dahod(Veg. Market) APMC to Karnataka-Mysore-Nanjangud APMC,1410,352.5,33487.5,7050,4230,1600,18000,600,1610,66577.5,47.21808511,,
From Maharashtra-Pune-Pune(Manjri) APMC to Maharashtra-Raigad-Panvel APMC,135,33.75,3206.25,675,405,1600,18000,600,335,24821.25,183.8611111,,
From Uttar Pradesh-Sitapur-Mehmoodabad APMC to Punjab-Kapurthala-Phagwara APMC,940,235,22325,4700,2820,1600,18000,600,1140,51185,54.45212766,,
From Uttar Pradesh-Raebarelli-Raibareilly APMC to Haryana-Jhajar-Bahadurgarh APMC,655,163.75,15556.25,3275,1965,1600,18000,600,855,41851.25,63.89503817,,
From Karnataka-Kolar-Chintamani APMC to Maharashtra-Mumbai-Mumbai APMC,1030,257.5,24462.5,5150,3090,1600,18000,600,1230,54132.5,52.55582524,,
"From Karnataka-Kalburgi-Kalburgi APMC to Karnataka-Bangalore-Binny Mill (F&V), Bangalore APMC",590,147.5,14012.5,2950,1770,1600,18000,600,790,39722.5,67.32627119,,
"From Haryana-Sonipat-Sonepat APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",90,22.5,2137.5,450,270,1600,18000,600,290,23347.5,259.4166667,,
"From Andhra Pradesh-Kurnool-Pattikonda APMC to Haryana-Karnal-New Grain Market(main), Karnal APMC",2040,510,48450,10200,6120,1600,18000,600,2240,87210,42.75,,
From Uttar Pradesh-Balrampur-Balrampur APMC to Andhra Pradesh-Chittor-Madanapalli APMC,2020,505,47975,10100,6060,1600,18000,600,2220,86555,42.8490099,,
